product,author,rating_count,rating,price,product_url
Power and Prediction: The Disruptive Economics of Artificial Intelligence  ,"Joshua Gans, Ajay Agrawal",1  ,5.0  ,27.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A061680125NO8GPOJYKFP&qualifier=1669446461&id=4228607696178082&widgetName=sp_atf&url=%2FPower-Prediction-Disruptive-Artificial-Intelligence%2Fdp%2F1647824192%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-1-spons%26psc%3D1
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python  ,"Sebastian Raschka, Yuxi (Hayden) Liu",159  ,4.6  ,39.02,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A045196724PHIMQVOMBK7&qualifier=1669446461&id=4228607696178082&widgetName=sp_atf&url=%2FMachine-Learning-PyTorch-Scikit-Learn-learning%2Fdp%2F1801819319%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-2-spons%26psc%3D1
"Transformers for Natural Language Processing: Build, train, and fine-tune deep neural network architectures for NLP with Python, PyTorch, TensorFlow, BERT, and GPT-3, 2nd Edition  ","Denis Rothman, Antonio Gulli",41  ,4.6  ,34.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0817246OVNUXIVVPYLT&qualifier=1669446461&id=4228607696178082&widgetName=sp_atf&url=%2FTransformers-Natural-Language-Processing-architectures%2Fdp%2F1803247339%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-3-spons%26psc%3D1
"Machine Learning Engineering on AWS: Build, scale, and secure machine learning systems and MLOps pipelines in production  ",Joshua Arvin Lat,2  ,5.0  ,44.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0540399WHJR2E8OUST1&qualifier=1669446461&id=4228607696178082&widgetName=sp_atf&url=%2FMachine-Learning-Engineering-AWS-production%2Fdp%2F1803247592%2Fref%3Dsr_1_4_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-4-spons%26psc%3D1
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",Aurélien Géron,9  ,5.0  ,28.27,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1098125975/ref=sr_1_5?keywords=machine+learning&qid=1669446461&sr=8-5
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications  ,Chip Huyen,171  ,4.7  ,36.01,https://www.amazon.com/Designing-Machine-Learning-Systems-Production-Ready/dp/1098107969/ref=sr_1_6?keywords=machine+learning&qid=1669446461&sr=8-6
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",Aurélien Géron,"3,120  ",4.8  ,57.49,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1492032646/ref=sr_1_7?keywords=machine+learning&qid=1669446461&sr=8-7
The StatQuest Illustrated Guide To Machine Learning  ,Josh Starmer,395  ,4.8  ,27.0,https://www.amazon.com/StatQuest-Illustrated-Guide-Machine-Learning/dp/B0BLM4TLPY/ref=sr_1_8?keywords=machine+learning&qid=1669446461&sr=8-8
"Patterns, Predictions, and Actions: Foundations of Machine Learning  ","Moritz Hardt, Benjamin Recht",2  ,4.5  ,49.99,https://www.amazon.com/Patterns-Predictions-Actions-Foundations-Learning/dp/069123373X/ref=sr_1_9?keywords=machine+learning&qid=1669446461&sr=8-9
Probabilistic Machine Learning: An Introduction (Adaptive Computation and Machine Learning series)  ,,92  ,4.5  ,90.49,https://www.amazon.com/Probabilistic-Machine-Learning-Introduction-Computation/dp/0262046822/ref=sr_1_10?keywords=machine+learning&qid=1669446461&sr=8-10
Introduction to Machine Learning with Python: A Guide for Data Scientists  ,,583  ,4.5  ,48.53,https://www.amazon.com/Introduction-Machine-Learning-Python-Scientists/dp/1449369413/ref=sr_1_11?keywords=machine+learning&qid=1669446461&sr=8-11
Mathematics for Machine Learning  ,,604  ,4.7  ,48.99,https://www.amazon.com/Mathematics-Machine-Learning-Peter-Deisenroth/dp/110845514X/ref=sr_1_12?keywords=machine+learning&qid=1669446461&sr=8-12
AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence  ,Laurence Moroney,142  ,4.7  ,38.49,https://www.amazon.com/Machine-Learning-Coders-Programmers-Intelligence/dp/1492078190/ref=sr_1_13?keywords=machine+learning&qid=1669446461&sr=8-13
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book 1)  ,,176  ,4.4  ,0.0,https://www.amazon.com/Machine-Learning-Absolute-Beginners-Introduction-ebook/dp/B08RWBSKQB/ref=sr_1_14?keywords=machine+learning&qid=1669446461&sr=8-14
The Hundred-Page Machine Learning Book  ,Andriy Burkov,837  ,4.6  ,31.99,https://www.amazon.com/Hundred-Page-Machine-Learning-Book/dp/199957950X/ref=sr_1_15?keywords=machine+learning&qid=1669446461&sr=8-15
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps  ","Valliappa Lakshmanan, Sara Robinson",261  ,4.6  ,36.99,https://www.amazon.com/Machine-Learning-Design-Patterns-Preparation/dp/1098115783/ref=sr_1_16?keywords=machine+learning&qid=1669446461&sr=8-16
Machine Learning For Absolute Beginners: A Plain English Introduction (Machine Learning from Scratch)  ,Oliver Theobald,"1,123  ",4.5  ,16.9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01423652NYOMBGL36J0H&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FMachine-Learning-Absolute-Beginners-Introduction%2Fdp%2F1549617214%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-17-spons%26psc%3D1
"Time Series Analysis with Python Cookbook: Practical recipes for exploratory data analysis, data preparation, forecasting, and model evaluation  ",Tarek A. Atwan,15  ,4.8  ,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0395205H9HMVI56EU2K&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FTime-Analysis-Python-Cookbook-exploratory%2Fdp%2F1801075549%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-18-spons%26psc%3D1
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners)  ,Oliver Theobald,176  ,4.4  ,15.5,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A05935851MTWCLM9I2G2A&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FMachine-Learning-Absolute-Beginners-Introduction%2Fdp%2FB08RR7GC3C%2Fref%3Dsr_1_19_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-19-spons%26psc%3D1
Become an Awesome Software Architect: Book 1: Foundation 2019  ,Anatoly Volkhover,87  ,4.2  ,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0228645I2C3T6BC9JHB&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FBecome-Awesome-Software-Architect-Foundation%2Fdp%2F1697271065%2Fref%3Dsr_1_20_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-20-spons%26psc%3D1
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science  ,"Samuel Hack, Sean Antony",14  ,3.1  ,0.0,https://www.amazon.com/Machine-Learning-Programming-Understand-Intelligence/dp/B086R6JFLW/ref=sr_1_21?keywords=machine+learning&qid=1669446461&sr=8-21
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python  ,"Sebastian Raschka, Yuxi (Hayden) Liu",159  ,4.6  ,39.02,https://www.amazon.com/Machine-Learning-PyTorch-Scikit-Learn-learning/dp/1801819319/ref=sr_1_22?keywords=machine+learning&qid=1669446461&sr=8-22
Reliable Machine Learning: Applying SRE Principles to ML in Production  ,"Cathy Chen, Niall Murphy",2  ,5.0  ,60.35,https://www.amazon.com/Reliable-Machine-Learning-Principles-Production/dp/1098106229/ref=sr_1_23?keywords=machine+learning&qid=1669446461&sr=8-23
Deep Learning (Adaptive Computation and Machine Learning series)  ,,"1,908  ",4.3  ,59.0,https://www.amazon.com/Deep-Learning-Adaptive-Computation-Machine/dp/0262035618/ref=sr_1_24?keywords=machine+learning&qid=1669446461&sr=8-24
Introduction to Machine Learning  ,2020,6  ,2.3  ,1.99,https://www.amazon.com/Recommendations-Three-Types-Learning/dp/B09CP1Z6GH/ref=sr_1_25?keywords=machine+learning&qid=1669446461&sr=8-25
An Introduction to Pattern Recognition and Machine Learning  ,Paul Fieguth,NA,NA,109.99,https://www.amazon.com/Introduction-Pattern-Recognition-Machine-Learning/dp/3030959937/ref=sr_1_26?keywords=machine+learning&qid=1669446461&sr=8-26
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)  ",,58  ,4.5  ,19.99,https://www.amazon.com/Python-Machine-Learning-Beginners-Scikitlearn/dp/1734790156/ref=sr_1_27?keywords=machine+learning&qid=1669446461&sr=8-27
Machine Learning: An Applied Mathematics Introduction  ,Paul Wilmott,197  ,4.5  ,19.99,https://www.amazon.com/Machine-Learning-Applied-Mathematics-Introduction/dp/1916081606/ref=sr_1_28?keywords=machine+learning&qid=1669446461&sr=8-28
Quantum Machine Learning and Optimisation in Finance: On the Road to Quantum Advantage  ,"Antoine Jacquier, Oleksiy Kondratyev",5  ,4.7  ,44.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0989724WSAAG178841L&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FQuantum-Machine-Learning-Optimisation-Finance%2Fdp%2F1801813574%2Fref%3Dsr_1_29_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-29-spons%26psc%3D1
Python Programming For Beginners: The Ultimate Crash Course to Learn Python Coding Quickly and Easily | Step-by-Step Guide With Hands-on Exercises & Beginners Projects  ,Leonard J. Ledger,266  ,4.9  ,15.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0481251IJKIYGKDLNB8&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FPython-Programming-Beginners-Step-Hands%2Fdp%2FB0BFTYFPBY%2Fref%3Dsr_1_30_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-30-spons%26psc%3D1
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2, 3rd Edition  ","Sebastian Raschka, Vahid Mirjalili",403  ,4.5  ,46.79,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06585561DSL6AGA35V06&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FPython-Machine-Learning-scikit-learn-TensorFlow%2Fdp%2F1789955750%2Fref%3Dsr_1_31_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-31-spons%26psc%3D1
Practical Discrete Mathematics: Discover math principles that fuel algorithms for computer science and machine learning with Python  ,"Ryan T. White, Archana Tikayat Ray",39  ,4.3  ,62.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0248409K5R49SPUHIZU&qualifier=1669446461&id=4228607696178082&widgetName=sp_mtf&url=%2FPractical-Discrete-Mathematics-principles-algorithms%2Fdp%2F1838983147%2Fref%3Dsr_1_32_sspa%3Fkeywords%3Dmachine%2Blearning%26qid%3D1669446461%26sr%3D8-32-spons%26psc%3D1
The Machine Learning Simplified: A Gentle Introduction to Supervised Learning  ,Andrew Wolf,107  ,4.8  ,1.99,https://www.amazon.com/Machine-Learning-Simplified-Introduction-Supervised-ebook/dp/B0B216KMM4/ref=sr_1_33?keywords=machine+learning&qid=1669446461&sr=8-33
Embedded Analytics: Integrating Analysis with the Business Workflow  ,"Donald Farmer, Jim Horbury",NA,NA,59.99,https://www.amazon.com/Embedded-Analytics-Integrating-Analysis-Business/dp/1098120930/ref=sr_1_34?keywords=machine+learning&qid=1669446461&sr=8-34
Introduction to Machine Learning  ,Etienne Bernard,15  ,4.6  ,34.95,https://www.amazon.com/Introduction-Machine-Learning-Etienne-Bernard/dp/1579550487/ref=sr_1_35?keywords=machine+learning&qid=1669446461&sr=8-35
Machine Learning: A First Course for Engineers and Scientists  ,"Niklas Wahlström, Andreas Lindholm",4  ,5.0  ,69.99,https://www.amazon.com/Machine-Learning-Course-Engineers-Scientists/dp/1108843603/ref=sr_1_36?keywords=machine+learning&qid=1669446461&sr=8-36
Grokking Machine Learning  ,Luis Serrano,13  ,4.5  ,47.99,https://www.amazon.com/Grokking-Machine-Learning-Luis-Serrano/dp/1617295914/ref=sr_1_37?keywords=machine+learning&qid=1669446461&sr=8-37
"[Econometrics with Machine Learning] - 2022, 1st Edition, Paperback  ",Advan,NA,NA,19.99,https://www.amazon.com/Econometrics-Machine-Learning-2022-Paperback/dp/B0BJ31JTZR/ref=sr_1_38?keywords=machine+learning&qid=1669446461&sr=8-38
Machine Learning Fundamentals  ,Hui Jiang,6  ,4.3  ,49.99,https://www.amazon.com/Machine-Learning-Fundamentals-Concise-Introduction/dp/1108940021/ref=sr_1_39?keywords=machine+learning&qid=1669446461&sr=8-39
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically  ,Jeff Prosise,1  ,5.0  ,69.99,https://www.amazon.com/Applied-Machine-Learning-Engineers-Algorithmically/dp/1492098051/ref=sr_1_40?keywords=machine+learning&qid=1669446461&sr=8-40
Pattern Recognition and Machine Learning (Information Science and Statistics)  ,Christopher M. Bishop,682  ,4.6  ,102.38,https://www.amazon.com/Pattern-Recognition-Learning-Information-Statistics/dp/0387310738/ref=sr_1_41?keywords=machine+learning&qid=1669446461&sr=8-41
Machine Learning in Finance: From Theory to Practice  ,"Matthew F. Dixon, Igor Halperin",93  ,4.5  ,60.7,https://www.amazon.com/Machine-Learning-Finance-Theory-Practice/dp/3030410676/ref=sr_1_42?keywords=machine+learning&qid=1669446461&sr=8-42
Machine Learning Engineering  ,Andriy Burkov,238  ,4.7  ,39.49,https://www.amazon.com/Machine-Learning-Engineering-Andriy-Burkov/dp/1999579577/ref=sr_1_43?keywords=machine+learning&qid=1669446461&sr=8-43
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street  ","Nick Singh, Kevin Huo",684  ,4.5  ,35.53,https://www.amazon.com/Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_45?keywords=machine+learning&qid=1669446461&sr=8-45
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics  ",Thomas Nield,49  ,4.5  ,43.49,https://www.amazon.com/Essential-Math-Data-Science-Fundamental/dp/1098102932/ref=sr_1_46?keywords=machine+learning&qid=1669446461&sr=8-46
Practical Linear Algebra for Data Science: From Core Concepts to Applications Using Python  ,Mike Cohen,3  ,3.9  ,54.24,https://www.amazon.com/Practical-Linear-Algebra-Data-Science/dp/1098120612/ref=sr_1_47?keywords=machine+learning&qid=1669446461&sr=8-47
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning  ","Alex J. Gutman, Jordan Goldmeier",204  ,4.6  ,24.49,https://www.amazon.com/Becoming-Data-Head-Understand-Statistics/dp/1119741742/ref=sr_1_48?keywords=machine+learning&qid=1669446461&sr=8-48
Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series)  ,,316  ,4.4  ,98.09,https://www.amazon.com/Machine-Learning-Probabilistic-Perspective-Computation/dp/0262018020/ref=sr_1_49?keywords=machine+learning&qid=1669446461&sr=8-49
Fundamentals of Data Engineering: Plan and Build Robust Data Systems  ,"Joe Reis, Matt Housley",80  ,4.9  ,48.99,https://www.amazon.com/Fundamentals-Data-Engineering-Robust-Systems/dp/1098108302/ref=sr_1_50?keywords=machine+learning&qid=1669446461&sr=8-50
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2, 3rd Edition  ","Sebastian Raschka, Vahid Mirjalili",403  ,4.5  ,46.79,https://www.amazon.com/Python-Machine-Learning-scikit-learn-TensorFlow/dp/1789955750/ref=sr_1_51?keywords=machine+learning&qid=1669446461&sr=8-51
Quantum Machine Learning and Optimisation in Finance: On the Road to Quantum Advantage  ,"Antoine Jacquier, Oleksiy Kondratyev",5  ,4.7  ,44.99,https://www.amazon.com/Quantum-Machine-Learning-Optimisation-Finance/dp/1801813574/ref=sr_1_52?keywords=machine+learning&qid=1669446461&sr=8-52
Machine Learning For Dummies  ,John Paul Mueller,60  ,4.2  ,20.49,https://www.amazon.com/Machine-Learning-Dummies-Computer-Tech/dp/1119724015/ref=sr_1_53?keywords=machine+learning&qid=1669446461&sr=8-53
Machine Learning Design Interview: Machine Learning System Design Interview  ,Khang Pham,68  ,3.4  ,39.99,https://www.amazon.com/Machine-Learning-Design-Interview-System/dp/B09YQWX59Z/ref=sr_1_54?keywords=machine+learning&qid=1669446461&sr=8-54
The Kaggle Book: Data analysis and machine learning for competitive data science  ,"Konrad Banachewicz, Luca Massaron",84  ,4.5  ,46.99,https://www.amazon.com/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_55?keywords=machine+learning&qid=1669446461&sr=8-55
The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World  ,Pedro Domingos,913  ,4.4  ,8.99,https://www.amazon.com/Master-Algorithm-Ultimate-Learning-Machine/dp/0465094279/ref=sr_1_56?keywords=machine+learning&qid=1669446461&sr=8-56
"Deep Learning with Python, Second Edition  ",François  Chollet,188  ,4.7  ,43.99,https://www.amazon.com/Learning-Python-Second-Fran%C3%A7ois-Chollet-ebook/dp/B09K81XLN1/ref=sr_1_57?keywords=machine+learning&qid=1669446461&sr=8-57
Machine Learning & Data Science Bootcamp using Python & R | Online Course  ,Start-Tech Academy,NA,NA,19.99,https://www.amazon.com/Machine-Learning-Science-Bootcamp-Python/dp/B0BFFFWTVM/ref=sr_1_58?keywords=machine+learning&qid=1669446461&sr=8-58
"A Python Guide to Machine Learning, Deep Learning and Natural Language Processing  ",Mr  One Page Code,NA,NA,20.0,https://www.amazon.com/Machine-Learning-Natural-Language-Processing/dp/B0BKHZBRZ4/ref=sr_1_59?keywords=machine+learning&qid=1669446461&sr=8-59
"Introduction to Machine Learning, fourth edition (Adaptive Computation and Machine Learning series)  ",,67  ,4.7  ,57.99,https://www.amazon.com/Introduction-Machine-Learning-Adaptive-Computation/dp/0262043793/ref=sr_1_60?keywords=machine+learning&qid=1669446461&sr=8-60
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ","Joseph Howse, Joe Minichino",86  ,4.3  ,36.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A027270134AR7RKP4095S&qualifier=1669446464&id=7627049408524590&widgetName=sp_atf&url=%2FLearning-OpenCV-Computer-Vision-Python%2Fdp%2F1789531616%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Ddeep%2Blearning%26qid%3D1669446464%26sr%3D8-1-spons%26psc%3D1
