product,author,rating_count,rating,price,product_url
"Programming for Data Science: 4 Books in 1. The Complete Beginners Guide you Can’t Miss to Master the Era of the Data Economy, using Python, Java, SQL Coding  ",ERICK THOMPSON,25  ,4.0  ,33.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0129432FD1BMNMA9XVZ&qualifier=1669446473&id=359058592246345&widgetName=sp_btf&url=%2FProgramming-Data-Science-Complete-Beginners%2Fdp%2FB08M8GW2DM%2Fref%3Dsr_1_58_sspa%3Fkeywords%3DR%2BProgramming%26qid%3D1669446473%26sr%3D8-58-spons%26psc%3D1
Scala 3 Programming for Beginners: An Introduction to Learn the Scala 3 Programming Language with Tutorials and Hands-On Examples  ,Nathan Metzler,NA,NA,8.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0403021R2PV07DRKJHE&qualifier=1669446473&id=359058592246345&widgetName=sp_btf&url=%2FScala-Programming-Beginners-Introduction-Hands%2Fdp%2FB09NRBVGQ5%2Fref%3Dsr_1_59_sspa%3Fkeywords%3DR%2BProgramming%26qid%3D1669446473%26sr%3D8-59-spons%26psc%3D1
Learn python programming for beginners: A beginner's guide comprehending python. Develop your programming skills and learn all the tricks with this crash course.  ,Willard D. Sanders,21  ,3.9  ,19.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A026907022NUBVWVO4GOS&qualifier=1669446473&id=359058592246345&widgetName=sp_btf&url=%2FLearn-python-programming-beginners-comprehending%2Fdp%2FB08KH3PXN5%2Fref%3Dsr_1_60_sspa%3Fkeywords%3DR%2BProgramming%26qid%3D1669446473%26sr%3D8-60-spons%26psc%3D1
Serverless ETL and Analytics with AWS Glue: Your comprehensive reference guide to learning about AWS Glue and its features  ,"Vishal Pathak, Subramanya Vajiraya",14  ,5.0  ,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0798203VLKTW58CPT9D&qualifier=1669446476&id=2320139699018864&widgetName=sp_atf&url=%2FServerless-ETL-Analytics-Glue-comprehensive%2Fdp%2F1800564988%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-1-spons%26psc%3D1
AWS Cookbook: Recipes for Success on AWS  ,"John Culkin, Mike Zazon",112  ,4.6  ,46.99,https://www.amazon.com/AWS-Cookbook-Recipes-Success/dp/1492092606/ref=sr_1_2?keywords=AWS&qid=1669446476&sr=8-2
AWS Cloud Practitioner Essentials | Cloud Essentials Online Course | AWS Training & Certification  ,AWS Training & Certification,670  ,4.6  ,0.0,https://www.amazon.com/Practitioner-Essentials-Online-Training-Certification/dp/B09HSJ6HN8/ref=sr_1_3?keywords=AWS&qid=1669446476&sr=8-3
AWS Certified Solutions Architect Study Guide: Associate (SAA-C03) Exam  ,"Ben Piper, David Clinton",6  ,4.4  ,48.53,https://www.amazon.com/Certified-Solutions-Architect-Study-Guide/dp/1119982626/ref=sr_1_4?keywords=AWS&qid=1669446476&sr=8-4
AWS Certified Cloud Practitioner Study Guide: CLF-C01 Exam  ,"Ben Piper, David Clinton",898  ,4.5  ,22.49,https://www.amazon.com/Certified-Cloud-Practitioner-Study-Guide/dp/1119490707/ref=sr_1_5?keywords=AWS&qid=1669446476&sr=8-5
"AWS Certified Solutions Architect Associate All-in-One Exam Guide, Second Edition (Exam SAA-C02)  ",,88  ,4.4  ,24.21,https://www.amazon.com/Certified-Solutions-Architect-Associate-SAA-C02/dp/1260470180/ref=sr_1_7?keywords=AWS&qid=1669446476&sr=8-7
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines  ","Chris Fregly, Antje Barth",155  ,4.4  ,31.99,https://www.amazon.com/Data-Science-AWS-End-End/dp/1492079391/ref=sr_1_8?keywords=AWS&qid=1669446476&sr=8-8
The Elements of Data Science | Machine Learning Online Course | AWS Training & Certification  ,AWS Training & Certification,109  ,4.5  ,0.0,https://www.amazon.com/Elements-Science-Learning-Training-Certification/dp/B09HSKPLHL/ref=sr_1_9?keywords=AWS&qid=1669446476&sr=8-9
AWS Certified Solutions Architect Study Guide: Associate SAA-CO2 Exam (Aws Certified Solutions Architect Official: Associate Exam)  ,"Ben Piper, David Clinton",474  ,4.5  ,25.0,https://www.amazon.com/Certified-Solutions-Architect-Study-Guide/dp/1119713080/ref=sr_1_10?keywords=AWS&qid=1669446476&sr=8-10
Exam Readiness: AWS Certified Solutions Architect – Professional | Architecting Online Course | AWS Training & Certification  ,AWS Training & Certification,69  ,4.6  ,0.0,https://www.amazon.com/Exam-Readiness-Professional-Architecting-Certification/dp/B09HSLTJFH/ref=sr_1_11?keywords=AWS&qid=1669446476&sr=8-11
AWS for Non-Engineers  ,Hiroko Nishimura,NA,NA,39.99,https://www.amazon.com/AWS-Non-Engineers-Hiroko-Nishimura/dp/1633439941/ref=sr_1_12?keywords=AWS&qid=1669446476&sr=8-12
"AWS for System Administrators: Build, automate, and manage your infrastructure on the most popular cloud platform – AWS  ",Prashant Lakhera,48  ,4.7  ,41.99,https://www.amazon.com/AWS-System-Administrators-automate-infrastructure/dp/1800201532/ref=sr_1_13?keywords=AWS&qid=1669446476&sr=8-13
"Security and Microservice Architecture on AWS: Architecting and Implementing a Secured, Scalable Solution  ",Gaurav Raje,30  ,4.5  ,39.49,https://www.amazon.com/Security-Microservice-Architecture-AWS-Architecting/dp/1098101464/ref=sr_1_14?keywords=AWS&qid=1669446476&sr=8-14
Deep Dive into DocumentDB | Database Online Course | AWS Training & Certification  ,AWS Training & Certification,10  ,4.8  ,0.0,https://www.amazon.com/DocumentDB-Database-Online-Training-Certification/dp/B09HZD3PHN/ref=sr_1_15?keywords=AWS&qid=1669446476&sr=8-15
AWS Lambda in Action: Event-Driven Serverless Applications  ,"Danilo Poccia, Aiden Humphreys",44  ,4.5  ,0.0,https://www.amazon.com/AWS-Lambda-in-Action-audiobook/dp/B07L9GHD6W/ref=sr_1_16?keywords=AWS&qid=1669446476&sr=8-16
"Mastering AWS CloudFormation: Plan, develop, and deploy your cloud infrastructure effectively using AWS CloudFormation  ",Karen Tovmasyan,21  ,4.2  ,39.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06678922FR5M3NP7MT5B&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FMastering-AWS-CloudFormation-infrastructure-effectively%2Fdp%2F178913093X%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-17-spons%26psc%3D1
AWS Certified Database - Specialty (DBS-C01) Certification Guide: A comprehensive guide to becoming an AWS Certified Database specialist  ,Kate Gawron,23  ,4.7  ,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04979592T1L8NX3UBERY&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FAWS-Certified-Database-Certification-comprehensive%2Fdp%2F1803243104%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-18-spons%26psc%3D1
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS  ,Gareth Eagar,55  ,4.5  ,39.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01226732NVVMMQF2QAVY&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FData-Engineering-AWS-Gareth-Eagar%2Fdp%2F1800560419%2Fref%3Dsr_1_19_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-19-spons%26psc%3D1
Mastering AWS Cost Optimization: Real-world technical and operational cost-saving best practices  ,"Eli Mansoor, Yair Green",58  ,4.6  ,89.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04157642SMKP3L491N05&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FMastering-AWS-Cost-Optimization-operational%2Fdp%2FB087HDKMKH%2Fref%3Dsr_1_20_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-20-spons%26psc%3D1
AWS: The Ultimate Guide from Beginners to Advanced for the Amazon Web Services (2020 Edition)  ,"Theo H. King, Kevin Liang",28  ,3.7  ,0.0,https://www.amazon.com/AWS-Ultimate-Beginners-Advanced-Services/dp/B085D9CHR8/ref=sr_1_21?keywords=AWS&qid=1669446476&sr=8-21
AWS Certified Solutions Architect _Associate Tutorial - Step 1  ,2017,3  ,2.4  ,1.99,https://www.amazon.com/The-Course-Overview/dp/B07BKQZ3T2/ref=sr_1_22?keywords=AWS&qid=1669446476&sr=8-22
AWS Automation With Terraform: Infrastructure as Code  ,Sumit Vikas Potdar,NA,NA,25.0,https://www.amazon.com/AWS-Automation-Terraform-Infrastructure-Code/dp/B0BM5FGDRW/ref=sr_1_23?keywords=AWS&qid=1669446476&sr=8-23
Data Science Capstone: Real World ML Decisions | Machine Learning Online Course | AWS Training & Certification  ,AWS Training & Certification,24  ,4.2  ,0.0,https://www.amazon.com/Data-Science-Capstone-Decisions-Certification/dp/B09HXYLW6J/ref=sr_1_24?keywords=AWS&qid=1669446476&sr=8-24
AWS Certified SysOps Administrator - Associate (SOA-C02) Exam Cram  ,"Marko Sluga, Richard Crisci",NA,NA,44.99,https://www.amazon.com/Aws-Certified-Sysops-Administrator-Associate/dp/0137509588/ref=sr_1_25?keywords=AWS&qid=1669446476&sr=8-25
"Machine Learning Engineering on AWS: Build, scale, and secure machine learning systems and MLOps pipelines in production  ",Joshua Arvin Lat,2  ,5.0  ,44.99,https://www.amazon.com/Machine-Learning-Engineering-AWS-production/dp/1803247592/ref=sr_1_26?keywords=AWS&qid=1669446476&sr=8-26
AWS Lambda Foundations | Serverless Online Course | AWS Training & Certification  ,AWS Training & Certification,49  ,4.5  ,0.0,https://www.amazon.com/Lambda-Foundations-Serverless-Training-Certification/dp/B09HSLMNWD/ref=sr_1_27?keywords=AWS&qid=1669446476&sr=8-27
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS  ,Gareth Eagar,55  ,4.5  ,39.99,https://www.amazon.com/Data-Engineering-AWS-Gareth-Eagar/dp/1800560419/ref=sr_1_28?keywords=AWS&qid=1669446476&sr=8-28
AWS Technical Essentials | Cloud Essentials Online Course | AWS Training & Certification  ,AWS Training & Certification,105  ,4.6  ,0.0,https://www.amazon.com/Technical-Essentials-Online-Training-Certification/dp/B09HYM9576/ref=sr_1_29?keywords=AWS&qid=1669446476&sr=8-29
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services  ",Alberto Artasanchez,99  ,4.3  ,41.99,https://www.amazon.com/AWS-Solutions-Architects-infrastructure-implementing/dp/1789539234/ref=sr_1_30?keywords=AWS&qid=1669446476&sr=8-30
Natural Language Processing with AWS AI Services: Derive strategic insights from unstructured data with Amazon Textract and Amazon Comprehend  ,"Mona M, Premkumar Rangarajan",23  ,4.7  ,51.99,https://www.amazon.com/Natural-Language-Processing-AWS-Services/dp/1801812535/ref=sr_1_31?keywords=AWS&qid=1669446476&sr=8-31
Exam Readiness: AWS Certified DevOps Engineer – Professional | DevOps Online Course | AWS Training & Certification  ,AWS Training & Certification,52  ,4.7  ,0.0,https://www.amazon.com/Exam-Readiness-Certified-Professional-Certification/dp/B09HSR19SJ/ref=sr_1_32?keywords=AWS&qid=1669446476&sr=8-32
"Learn AWS Serverless Computing: A beginner's guide to using AWS Lambda, Amazon API Gateway, and services from Amazon Web Services  ",Scott Patterson,31  ,4.1  ,41.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01374923FUPUX6UQDKFV&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FLearn-AWS-Serverless-Computing-beginners%2Fdp%2F1789958350%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-33-spons%26psc%3D1
AWS Certified Security – Specialty Exam Guide: Build your cloud security knowledge and expertise as an AWS Certified Security Specialist (SCS-C01)  ,Stuart Scott,56  ,4.6  ,41.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0877144352RQMNNCDVDR&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FAWS-Certified-Security-Specialty-Specialist%2Fdp%2F178953447X%2Fref%3Dsr_1_34_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-34-spons%26psc%3D1
"Machine Learning Engineering on AWS: Build, scale, and secure machine learning systems and MLOps pipelines in production  ",Joshua Arvin Lat,2  ,5.0  ,44.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0540399WHJR2E8OUST1&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FMachine-Learning-Engineering-AWS-production%2Fdp%2F1803247592%2Fref%3Dsr_1_35_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-35-spons%26psc%3D1
Amazon Redshift Cookbook: Recipes for building modern data warehousing solutions  ,"Shruti Worlikar, Thiyagarajan Arumugam",23  ,4.5  ,51.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02048433V4XNS8CDEAST&qualifier=1669446476&id=2320139699018864&widgetName=sp_mtf&url=%2FAmazon-Redshift-Cookbook-warehousing-solutions%2Fdp%2F1800569688%2Fref%3Dsr_1_36_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-36-spons%26psc%3D1
AWS Certified Cloud Practitioner Exam Guide: Build your cloud computing knowledge and build your skills as an AWS Certified Cloud Practitioner (CLF-C01)  ,Rajesh Daswani,14  ,4.8  ,46.99,https://www.amazon.com/Certified-Cloud-Practitioner-Exam-Guide/dp/180107593X/ref=sr_1_37?keywords=AWS&qid=1669446476&sr=8-37
AWS Certified Developer Official Study Guide: Associate (DVA-C01) Exam  ,"Nick Alteen, Jennifer Fisher",271  ,4.5  ,31.49,https://www.amazon.com/Certified-Developer-Official-Study-Guide/dp/1119508193/ref=sr_1_38?keywords=AWS&qid=1669446476&sr=8-38
AWS Certified Security Study Guide: Specialty (SCS-C01) Exam  ,"Marcello Zillo Neto, Gustavo A. A. Santana",119  ,4.7  ,32.99,https://www.amazon.com/AWS-Certified-Security-Study-Guide/dp/1119658810/ref=sr_1_39?keywords=AWS&qid=1669446476&sr=8-39
AWS for Administrators  ,2017,1  ,5.0  ,1.99,https://www.amazon.com/Using-the-AWS-CLI/dp/B07DFHDW3R/ref=sr_1_40?keywords=AWS&qid=1669446476&sr=8-40
AWS Certified Cloud Practitioner : Study Guide with Practice Questions and Labs - Third Edition  ,IP Specialist,29  ,4.2  ,22.99,https://www.amazon.com/AWS-Certified-Cloud-Practitioner-Questions/dp/B09C3G2D1X/ref=sr_1_41?keywords=AWS&qid=1669446476&sr=8-41
Introduction to the AWS Well-Architected Framework | Architecting Online Course | AWS Training & Certification  ,AWS Training & Certification,32  ,4.7  ,0.0,https://www.amazon.com/Introduction-Well-Architected-Framework-Architecting-Certification/dp/B09HYV61F3/ref=sr_1_42?keywords=AWS&qid=1669446476&sr=8-42
AWS Security  ,Dylan Shields,7  ,5.0  ,49.99,https://www.amazon.com/AWS-Security-Dylan-Shields/dp/161729733X/ref=sr_1_43?keywords=AWS&qid=1669446476&sr=8-43
"AWS Security Fundamentals (Second Edition) | Security, Identity & Compliance Online Course | AWS Training & Certification  ",AWS Training & Certification,177  ,4.6  ,0.0,https://www.amazon.com/Security-Fundamentals-Identity-Compliance-Certification/dp/B09HSK6ZQ6/ref=sr_1_44?keywords=AWS&qid=1669446476&sr=8-44
AWS Certified Database - Specialty (DBS-C01) Certification Guide: A comprehensive guide to becoming an AWS Certified Database specialist  ,Kate Gawron,23  ,4.7  ,49.99,https://www.amazon.com/AWS-Certified-Database-Certification-comprehensive/dp/1803243104/ref=sr_1_45?keywords=AWS&qid=1669446476&sr=8-45
Introduction to AWS Solutions | Cloud Essentials Online Course | AWS Training & Certification  ,AWS Training & Certification,154  ,4.6  ,0.0,https://www.amazon.com/Introduction-Solutions-Essentials-Training-Certification/dp/B09HSKZ898/ref=sr_1_46?keywords=AWS&qid=1669446476&sr=8-46
Learning Amazon Web Services (AWS): A Hands-On Guide to the Fundamentals of AWS Cloud  ,Mark Wilkins,119  ,4.3  ,39.99,https://www.amazon.com/Learning-Amazon-Web-Services-Hands/dp/0135298342/ref=sr_1_47?keywords=AWS&qid=1669446476&sr=8-47
Data Analytics Fundamentals | Data Analytics (BigData) Online Course | AWS Training & Certification  ,AWS Training & Certification,277  ,4.5  ,0.0,https://www.amazon.com/Analytics-Fundamentals-BigData-Training-Certification/dp/B09HSKW589/ref=sr_1_48?keywords=AWS&qid=1669446476&sr=8-48
AWS Certified Cloud Practitioner Exam Guide  ,SK Singh,22  ,4.7  ,21.99,https://www.amazon.com/Certified-Cloud-Practitioner-Exam-Guide/dp/B0B5KXB4MQ/ref=sr_1_49?keywords=AWS&qid=1669446476&sr=8-49
AWS Certified Solutions Architect Audio Crash Course  ,"AudioLearn Content Team, Drew Hadwal",8  ,4.1  ,0.0,https://www.amazon.com/Certified-Solutions-Architect-Audio-Course/dp/B08CRZRCG9/ref=sr_1_50?keywords=AWS&qid=1669446476&sr=8-50
AWS Certified Solutions Architect Associate Training Notes  ,Neal Davis,400  ,4.6  ,24.99,https://www.amazon.com/Certified-Solutions-Architect-Associate-Training/dp/B08RRGMQMH/ref=sr_1_51?keywords=AWS&qid=1669446476&sr=8-51
Exam Readiness: AWS Certified Machine Learning - Specialty | Machine Learning Online Course | AWS Training & Certification  ,AWS Training & Certification,30  ,4.1  ,0.0,https://www.amazon.com/Exam-Readiness-Certified-Specialty-Certification/dp/B09HSLB2VM/ref=sr_1_52?keywords=AWS&qid=1669446476&sr=8-52
Getting Started with the AWS Cloud Essentials | Cloud Essentials Online Course | AWS training & Certification  ,AWS Training & Certification,45  ,4.5  ,0.0,https://www.amazon.com/Getting-Started-Essentials-training-Certification/dp/B09TD76XT9/ref=sr_1_53?keywords=AWS&qid=1669446476&sr=8-53
"Applied Machine Learning for Healthcare and Life Sciences Using AWS: Transformational AI implementations for biotech, clinical, and healthcare organizations  ",Ujjwal Ratan,NA,NA,39.99,https://www.amazon.com/Applied-Machine-Learning-Healthcare-Sciences/dp/1804610216/ref=sr_1_54?keywords=AWS&qid=1669446476&sr=8-54
"Getting Started with AWS Security, Identity, and Compliance | Security, Identity & Compliance Online Course | AWS Training & Certification  ",AWS Training & Certification,106  ,4.5  ,0.0,https://www.amazon.com/Security-Identity-Compliance-Training-Certification/dp/B09HSLB1LH/ref=sr_1_55?keywords=AWS&qid=1669446476&sr=8-55
AWS Certified Advanced Networking Official Study Guide: Specialty Exam  ,"Sidhartha Chauhan, James Devine",214  ,4.5  ,33.99,https://www.amazon.com/Certified-Advanced-Networking-Official-Study/dp/1119439833/ref=sr_1_56?keywords=AWS&qid=1669446476&sr=8-56
Amazon Web Services in Action  ,"Andreas Wittig, Michael Wittig",103  ,4.3  ,37.2,https://www.amazon.com/Amazon-Services-Action-Andreas-Wittig/dp/1617295116/ref=sr_1_57?keywords=AWS&qid=1669446476&sr=8-57
AWS FinOps Simplified: Eliminate cloud waste through practical FinOps  ,Peter Chung,2  ,5.0  ,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08474662M59CXNIRELWS&qualifier=1669446476&id=2320139699018864&widgetName=sp_btf&url=%2FAWS-FinOps-Simplified-Eliminate-practical%2Fdp%2F1803247231%2Fref%3Dsr_1_58_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-58-spons%26psc%3D1
Intelligent Workloads at the Edge: Deliver cyber-physical outcomes with data and machine learning using AWS IoT Greengrass  ,"Indraneel Mitra, Ryan Burke",16  ,5.0  ,46.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0519967KQTN1JM5Z107&qualifier=1669446476&id=2320139699018864&widgetName=sp_btf&url=%2FIntelligent-Workloads-Edge-cyber-physical-Greengrass%2Fdp%2F1801811784%2Fref%3Dsr_1_59_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-59-spons%26psc%3D1
Hancock Unrated (Aws)  ,Only 2 left in stock - order soon.,"6,940  ",4.6  ,9.98,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00418582CXUG8R08BV8S&qualifier=1669446476&id=2320139699018864&widgetName=sp_btf&url=%2FHancock-Unrated-Aws%2Fdp%2FB001FTIJTE%2Fref%3Dsr_1_60_sspa%3Fkeywords%3DAWS%26qid%3D1669446476%26sr%3D8-60-spons%26psc%3D1%26smid%3DA1O38YGAGM6GID
Emotional Intelligence 2.0  ,"Travis Bradberry, Jean Greaves","10,666  ",4.5  ,14.98,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08518183GBDMRBNK7CFH&qualifier=1669446479&id=5702225203350996&widgetName=sp_atf&url=%2FEmotional-Intelligence-2-0-Travis-Bradberry%2Fdp%2F0974320625%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DBusiness%2BIntelligence%26qid%3D1669446479%26sr%3D8-1-spons%26psc%3D1
Power and Prediction: The Disruptive Economics of Artificial Intelligence  ,"Joshua Gans, Ajay Agrawal",1  ,5.0  ,27.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A061680125NO8GPOJYKFP&qualifier=1669446479&id=5702225203350996&widgetName=sp_atf&url=%2FPower-Prediction-Disruptive-Artificial-Intelligence%2Fdp%2F1647824192%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DBusiness%2BIntelligence%26qid%3D1669446479%26sr%3D8-2-spons%26psc%3D1
Business Intelligence Guidebook: From Data Integration to Analytics  ,Rick Sherman,97  ,4.4  ,25.15,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A00080402E43C7JFRI9V6&qualifier=1669446479&id=5702225203350996&widgetName=sp_atf&url=%2FBusiness-Intelligence-Guidebook-Integration-Analytics%2Fdp%2F012411461X%2Fref%3Dsr_1_3_sspa%3Fkeywords%3DBusiness%2BIntelligence%26qid%3D1669446479%26sr%3D8-3-spons%26psc%3D1
"Looking Ahead: Life, Family, Wealth and Business After 55  ","Palisades Hudson Financial Group LLC, Amy Laburda",33  ,4.5  ,15.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A017250429BZ5NN308EB7&qualifier=1669446479&id=5702225203350996&widgetName=sp_atf&url=%2FLooking-Ahead-Family-Wealth-Business%2Fdp%2F0578417472%2Fref%3Dsr_1_4_sspa%3Fkeywords%3DBusiness%2BIntelligence%26qid%3D1669446479%26sr%3D8-4-spons%26psc%3D1
Business Intelligence Guidebook: From Data Integration to Analytics  ,Rick Sherman,97  ,4.4  ,25.15,https://www.amazon.com/Business-Intelligence-Guidebook-Integration-Analytics/dp/012411461X/ref=sr_1_5?keywords=Business+Intelligence&qid=1669446479&sr=8-5
Business Intelligence for Dummies  ,"Swain Scheps, Steve Marvel",120  ,3.9  ,0.0,https://www.amazon.com/Business-Intelligence-for-Dummies-audiobook/dp/B07HRXXTH6/ref=sr_1_6?keywords=Business+Intelligence&qid=1669446479&sr=8-6
HBR Emotional Intelligence Ultimate Boxed Set (14 Books) (HBR Emotional Intelligence Series)  ,,79  ,4.7  ,169.47,https://www.amazon.com/Emotional-Intelligence-Ultimate-Boxed-Books/dp/1633699412/ref=sr_1_7?keywords=Business+Intelligence&qid=1669446479&sr=8-7
"Business Intelligence, Analytics, and Data Science: A Managerial Perspective  ","Dursun Delen, Ramesh Sharda",278  ,4.5  ,34.14,https://www.amazon.com/Business-Intelligence-Analytics-Data-Science/dp/0134633288/ref=sr_1_8?keywords=Business+Intelligence&qid=1669446479&sr=8-8
Delivering Data Analytics: A Step-By-Step Guide to Driving Adoption of Business Intelligence from Planning to Launch  ,Nicholas Kelly,19  ,4.6  ,34.49,https://www.amazon.com/Delivering-Data-Analytics-Step-Step/dp/1398602949/ref=sr_1_9?keywords=Business+Intelligence&qid=1669446479&sr=8-9
"Business Intelligence: An Essential Beginner's Guide to BI, Big Data, Artificial Intelligence, Cybersecurity, Machine Learning, Data Science, Data Analytics, Social Media and Internet Marketing  ","Richard Hurley, Sam Slydell",10  ,3.8  ,0.0,https://www.amazon.com/Business-Intelligence-Essential-Artificial-Cybersecurity/dp/B081FJ3X42/ref=sr_1_10?keywords=Business+Intelligence&qid=1669446479&sr=8-10
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)  ",,327  ,4.4  ,14.8,https://www.amazon.com/Data-Analytics-Absolute-Beginners-Deconstructed/dp/1081762462/ref=sr_1_11?keywords=Business+Intelligence&qid=1669446479&sr=8-11
"Applications of Artificial Intelligence in Business, Education and Healthcare (Studies in Computational Intelligence Book 954)  ",,NA,NA,13.28,https://www.amazon.com/Applications-Artificial-Intelligence-Healthcare-Computational-ebook/dp/B0997ZKBJZ/ref=sr_1_12?keywords=Business+Intelligence&qid=1669446479&sr=8-12
AI-Powered Business Intelligence: Improving Forecasts and Decision Making with Machine Learning  ,Tobias Zwingmann,1  ,5.0  ,39.0,https://www.amazon.com/AI-Powered-Business-Intelligence-Improving-Forecasts/dp/1098111478/ref=sr_1_13?keywords=Business+Intelligence&qid=1669446479&sr=8-13
Power BI - Business Intelligence Clinic: Create and Learn  ,,352  ,4.3  ,22.8,https://www.amazon.com/Power-BI-Business-Intelligence-Clinic/dp/1726793214/ref=sr_1_14?keywords=Business+Intelligence&qid=1669446479&sr=8-14
Business unIntelligence: Insight and Innovation beyond Analytics and Big Data  ,Dr. Barry Devlin,26  ,4.6  ,39.95,https://www.amazon.com/Business-unIntelligence-Insight-Innovation-Analytics/dp/1935504568/ref=sr_1_16?keywords=Business+Intelligence&qid=1669446479&sr=8-16
Applications of Artificial Intelligence Techniques in the Petroleum Industry  ,"Abdolhossein Hemmati Sarapardeh, Aydin Larestani",NA,NA,112.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09012661MMLLIFVQLR75&qualifier=1669446479&id=5702225203350996&widgetName=sp_mtf&url=%2FApplications-Artificial-Intelligence-Techniques-Petroleum%2Fdp%2F0128186801%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DBusiness%2BIntelligence%26qid%3D1669446479%26sr%3D8-17-spons%26psc%3D1
